direction							
2	2467							
2	2602							
2	2904							
2	2582							
2	2756							
2	2542							
2	2444							
2	2521							
2	2386							
2	2870							
2	2810							
2	2650							
2	2454							
2	2375							
2	2455							
2	2698							
2	2332							
2	2438							
2	3250							
2	2356							
2	2606							
2	2411							
2	2540							
2	2425							
2	2267							
2	3470							
2	3097							
2	2288							
2	2062							
2	1831							
2	2429							
2	1960							
2	2420							
